category,limitation,affected_claim,severity,paper_wording,artifact_support
lora_training_timing_proxy,"Constant-time training mode is simulated (upper-bound latency padding); the proxy does NOT sleep, does NOT modify real runtime.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_timing_proxy.json
lora_training_timing_proxy,Hardware side-channels (cache / power / EM) are NOT evaluated.,hardware_sidechannel_security,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_timing_proxy.json
lora_training_timing_proxy,Cost-model constants are coarse; absolute latencies are illustrative.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_timing_proxy.json
lora_training_timing_proxy,Leakage classifier uses bucket-mean labels as the attacker; this is a generous attacker model.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_timing_proxy.json
lora_training_timing_proxy,No PEFT / DeepSpeed / vLLM / FlashAttention integration.,peft_integration,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_timing_proxy.json
lora_training_timing_proxy,No real Qwen / TinyLlama / LLaMA fine-tuning; this is a multi-linear cost-model proxy.,full_model_lora_finetune,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_timing_proxy.json
lora_training_timing_proxy,Adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_timing_proxy.json
lora_training_timing_proxy,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_training_timing_proxy.json
lora_stronger_dummy_experiments,"Stronger dummy distributions are proxy-evaluated, not formal.",formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_experiments.json
lora_stronger_dummy_experiments,Padded rank remains visible unless heterogeneous padded_rank is separately enabled.,padded_rank_hidden,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_experiments.json
lora_stronger_dummy_experiments,Spectral hardening does not imply cryptographic hiding.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_experiments.json
lora_stronger_dummy_experiments,Optimizer state remains trusted-only and is sized to true_rank for every LoRA module.,optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_experiments.json
lora_stronger_dummy_experiments,"No real TEE training is evaluated; security_profile stays 'proxy-evaluated, not formal'.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_experiments.json
lora_stronger_dummy_experiments,No full Qwen / TinyLlama / LLaMA LoRA fine-tuning is evaluated; this is a single-linear probe.,full_model_lora_finetune,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_experiments.json
lora_stronger_dummy_experiments,No PEFT / DeepSpeed / vLLM / FlashAttention integration.,peft_integration,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_experiments.json
lora_stronger_dummy_experiments,Adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_experiments.json
lora_stronger_dummy_experiments,"Reports publish summary metrics + fingerprints only; private data, raw adapters, raw gradients, optimizer state, and dense masks are never emitted.",optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_experiments.json
lora_stronger_dummy_security_proxy,"These are stronger-dummy proxy attacks, not formal security proofs.",formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_security_proxy.json
lora_stronger_dummy_security_proxy,Padded rank r_pad remains visible from tensor shape — only true_rank is hidden.,padded_rank_hidden,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_security_proxy.json
lora_stronger_dummy_security_proxy,Spectral hardening does not imply cryptographic hiding.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_security_proxy.json
lora_stronger_dummy_security_proxy,Dummy strategy classification uses a generous bucket-mean attacker model.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_security_proxy.json
lora_stronger_dummy_security_proxy,"No real TEE isolation is evaluated; security_profile stays 'proxy-evaluated, not formal'.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_security_proxy.json
lora_stronger_dummy_security_proxy,Optimizer state remains trusted-only and is sized to true_rank.,optimizer_trusted_outsourced,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_security_proxy.json
lora_stronger_dummy_security_proxy,Hardware side-channels (cache / power / EM) are NOT evaluated.,hardware_sidechannel_security,medium,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_security_proxy.json
lora_stronger_dummy_security_proxy,No full Qwen / TinyLlama / LLaMA LoRA fine-tuning is evaluated; this is a single-linear + cross-layer proxy.,full_model_lora_finetune,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_security_proxy.json
lora_stronger_dummy_security_proxy,Adapter is NEVER merged into the public base weight W.,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/lora_stronger_dummy_security_proxy.json
paper_toy_tasks,"Task-like inputs are deterministic synthetic sequences; no external dataset, no tokenizer.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_toy_tasks.json
paper_toy_tasks,Targets are deterministic functions of input ids and do NOT reflect any real-world label distribution.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_toy_tasks.json
paper_toy_tasks,The toy model is a tiny LoRA-augmented decoder stack; not a full Qwen / TinyLlama / LLaMA fine-tune.,full_model_lora_finetune,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_toy_tasks.json
paper_toy_tasks,"Loss, optimizer, and backward remain trusted-side (Stage 7.0 / 7.1 contract).",optimizer_trusted_outsourced,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_toy_tasks.json
paper_toy_tasks,Local CPU runtime only; not real TEE wall-time and not GPU throughput.,real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_toy_tasks.json
paper_toy_tasks,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_toy_tasks.json
paper_toy_tasks,No PEFT / DeepSpeed / vLLM / FlashAttention integration.,peft_integration,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_toy_tasks.json
paper_toy_tasks,Adapter is NEVER merged into the public base weight W (Stage 7.0 contract).,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_toy_tasks.json
paper_toy_tasks,Reports publish summary metrics only; raw tensors / masks / adapters / gradients / input ids are never emitted.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_toy_tasks.json
paper_baseline_comparison,All risk levels are proxy-derived from the mitigation configuration and the existing Stage 5-7 proxy summaries; this module does NOT run new attackers.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_baseline_comparison.json
paper_baseline_comparison,Boundary call counts and online extra matmul counts are derived structurally from the mitigation bundle; they are not measured kernel launches.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_baseline_comparison.json
paper_baseline_comparison,Local CPU runtime only; not real TEE wall-time and not GPU throughput.,real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_baseline_comparison.json
paper_baseline_comparison,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_baseline_comparison.json
paper_baseline_comparison,No PEFT / DeepSpeed / vLLM / FlashAttention integration.,peft_integration,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_baseline_comparison.json
paper_baseline_comparison,Adapter is NEVER merged into the public base weight W (Stage 7.0 contract).,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_baseline_comparison.json
paper_baseline_comparison,Reports publish summary metrics only; raw tensors / masks / adapters / gradients are never emitted.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_baseline_comparison.json
paper_ablation_study,All ablation rows reuse the algebraic identities of Theorem 1-9; correctness is preserved by construction across both settings of each axis.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_ablation_study.json
paper_ablation_study,"Risk levels are proxy-derived from the existing Stage 5-7 security_proxy_summary, not formal security guarantees.",formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_ablation_study.json
paper_ablation_study,Runtime overhead is local CPU emulation only; not real TEE wall-time and not GPU throughput.,real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_ablation_study.json
paper_ablation_study,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_ablation_study.json
paper_ablation_study,Adapter is NEVER merged into the public base weight W (Stage 7.0 contract).,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_ablation_study.json
paper_ablation_study,Reports publish summary metrics only; raw tensors / masks / adapters are never emitted.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_ablation_study.json
paper_stability_study,All identities are exercised on synthetic tiles; no production fine-tune or external model.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_stability_study.json
paper_stability_study,"Sweeps are restricted to CPU local emulation; no GPU, no real TEE, no network downloads.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_stability_study.json
paper_stability_study,Stability is measured by the spread of float64 round-off across seeds/shapes; it is NOT a security metric.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_stability_study.json
paper_stability_study,Adapter is NEVER merged into the public base weight W (Stage 7.0 contract).,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_stability_study.json
paper_stability_study,Reports publish summary statistics only; raw tensors / masks / adapters / gradients are never emitted.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_stability_study.json
paper_stability_study,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/paper_stability_study.json
cpu_runtime_completion,"This is CPU / local trusted-runtime emulation, NOT real TEE wall-time and NOT GPU throughput.",real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/cpu_runtime_completion.json
cpu_runtime_completion,No ``time.sleep`` is used; ``time.perf_counter`` only.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/cpu_runtime_completion.json
cpu_runtime_completion,Modern-decoder rows use synthetic stand-ins; no Hugging Face model load and no network download.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/cpu_runtime_completion.json
cpu_runtime_completion,No PEFT / DeepSpeed / vLLM / FlashAttention integration.,peft_integration,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/cpu_runtime_completion.json
cpu_runtime_completion,Adapter is NEVER merged into the public base weight W (Stage 7.0 contract).,no_adapter_merge,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/cpu_runtime_completion.json
cpu_runtime_completion,Workload sizes are small for pytest stability -- absolute numbers are illustrative.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/cpu_runtime_completion.json
cpu_runtime_completion,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/cpu_runtime_completion.json
cpu_runtime_completion,Reports publish summary statistics only; raw tensors / masks / adapters / gradients are never emitted.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/cpu_runtime_completion.json
direct_prior_work_comparison,Each baseline implements only the primitive(s) listed in its BaselineSelfDeclaration; the original papers' full systems are NOT reproduced.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/direct_prior_work_comparison.json
direct_prior_work_comparison,Cost-model rows (Gazelle / Delphi / SecureML / MiniONN) do not produce measured runtimes; directly_comparable_on_runtime is False.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/direct_prior_work_comparison.json
direct_prior_work_comparison,"Threat models differ across baselines; the comparison is *primitive-functional* and *cost-model*, not a claim that all rows defend against the same adversary.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/direct_prior_work_comparison.json
direct_prior_work_comparison,Amulet decoder rows return UnsupportedResult with mathematical_reason; Amulet KV append counterexample is itself the experimental result.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/direct_prior_work_comparison.json
direct_prior_work_comparison,Arrow row is recorded as missing-formula rather than substituted with a generic proxy.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/direct_prior_work_comparison.json
direct_prior_work_comparison,CryptoNets row is an arithmetic skeleton only; no HE library is used; no encryption is performed.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/direct_prior_work_comparison.json
direct_prior_work_comparison,Local CPU emulation only -- not real TEE wall-time and not GPU throughput.,real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/direct_prior_work_comparison.json
direct_prior_work_comparison,No formal / cryptographic / semantic security is claimed for any row.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/direct_prior_work_comparison.json
direct_prior_work_comparison,Reports publish summary statistics; raw tensors / masks / adapters / gradients are never emitted.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/direct_prior_work_comparison.json
ours_runtime_api_validation,Local CPU backend only; real TEE / GPU backend is NOT implemented.,real_tee_wall_time,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/ours_runtime_api_validation.json
ours_runtime_api_validation,``tee_gpu_ready_interface=True`` means the protocol logic is backend-agnostic and does NOT mean a TEE or GPU runtime exists.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/ours_runtime_api_validation.json
ours_runtime_api_validation,"Components are exercised on small synthetic tiles; this is a runtime-API conformance check, not a deployment benchmark.",other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/ours_runtime_api_validation.json
ours_runtime_api_validation,No formal / cryptographic / semantic security is claimed.,formal_security,high,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/ours_runtime_api_validation.json
ours_runtime_api_validation,Reports publish transcript summaries only; raw tensors / masks / adapters / gradients / inputs are never emitted.,other,low,Treat as a limitation in the paper's threat-model section; do not advertise the property it disclaims.,outputs/ours_runtime_api_validation.json
