section,attack,strategy,metric,value,notes
gradient_rank_inference,gradient,spectrum_matched_dummy.true_rank_8,risk_level,high,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_2,inferred_rank_grad_a_cliff_mean,8.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_2,inferred_rank_grad_b_cliff_mean,8.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_2,grad_a_cliff_accuracy,0.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_2,grad_b_cliff_accuracy,0.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_2,gradient_rank_inference_accuracy,0.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_2,risk_level,needs_more_evaluation,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_4,inferred_rank_grad_a_cliff_mean,8.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_4,inferred_rank_grad_b_cliff_mean,8.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_4,grad_a_cliff_accuracy,0.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_4,grad_b_cliff_accuracy,0.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_4,gradient_rank_inference_accuracy,0.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_4,risk_level,needs_more_evaluation,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_8,inferred_rank_grad_a_cliff_mean,8.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_8,inferred_rank_grad_b_cliff_mean,8.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_8,grad_a_cliff_accuracy,1.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_8,grad_b_cliff_accuracy,1.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_8,gradient_rank_inference_accuracy,1.0,
gradient_rank_inference,gradient,noise_injected_cancellation_dummy.true_rank_8,risk_level,high,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_2,inferred_rank_grad_a_cliff_mean,8.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_2,inferred_rank_grad_b_cliff_mean,8.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_2,grad_a_cliff_accuracy,0.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_2,grad_b_cliff_accuracy,0.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_2,gradient_rank_inference_accuracy,0.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_2,risk_level,needs_more_evaluation,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_4,inferred_rank_grad_a_cliff_mean,8.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_4,inferred_rank_grad_b_cliff_mean,8.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_4,grad_a_cliff_accuracy,0.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_4,grad_b_cliff_accuracy,0.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_4,gradient_rank_inference_accuracy,0.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_4,risk_level,needs_more_evaluation,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_8,inferred_rank_grad_a_cliff_mean,8.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_8,inferred_rank_grad_b_cliff_mean,8.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_8,grad_a_cliff_accuracy,1.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_8,grad_b_cliff_accuracy,1.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_8,gradient_rank_inference_accuracy,1.0,
gradient_rank_inference,gradient,orthogonalized_cancellation_dummy.true_rank_8,risk_level,high,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_2,inferred_rank_grad_a_cliff_mean,8.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_2,inferred_rank_grad_b_cliff_mean,8.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_2,grad_a_cliff_accuracy,0.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_2,grad_b_cliff_accuracy,0.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_2,gradient_rank_inference_accuracy,0.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_2,risk_level,needs_more_evaluation,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_4,inferred_rank_grad_a_cliff_mean,8.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_4,inferred_rank_grad_b_cliff_mean,8.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_4,grad_a_cliff_accuracy,0.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_4,grad_b_cliff_accuracy,0.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_4,gradient_rank_inference_accuracy,0.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_4,risk_level,needs_more_evaluation,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_8,inferred_rank_grad_a_cliff_mean,8.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_8,inferred_rank_grad_b_cliff_mean,8.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_8,grad_a_cliff_accuracy,1.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_8,grad_b_cliff_accuracy,1.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_8,gradient_rank_inference_accuracy,1.0,
gradient_rank_inference,gradient,mixed_dummy_ensemble.true_rank_8,risk_level,high,
dummy_strategy_classification,classification,aggregate,strategy_classification_accuracy,0.47619047619047616,
dummy_strategy_classification,classification,aggregate,random_chance_baseline,0.14285714285714285,
dummy_strategy_classification,classification,aggregate,risk_level,medium,
cross_layer_linkage,linkage,zero_dummy,layer_linkability_auc,0.4810112847222222,
cross_layer_linkage,linkage,zero_dummy,module_identity_retrieval_top1,0.11458333333333333,
cross_layer_linkage,linkage,zero_dummy,same_module_similarity,0.804296204300619,
cross_layer_linkage,linkage,zero_dummy,different_module_similarity,0.7491102967953068,
cross_layer_linkage,linkage,zero_dummy,rank_group_retrieval_top1,0.11458333333333333,
cross_layer_linkage,linkage,zero_dummy,risk_level,low,
cross_layer_linkage,linkage,paired_cancellation_dummy,layer_linkability_auc,0.5359700520833334,
cross_layer_linkage,linkage,paired_cancellation_dummy,module_identity_retrieval_top1,0.171875,
cross_layer_linkage,linkage,paired_cancellation_dummy,same_module_similarity,1.0566351217710053,
cross_layer_linkage,linkage,paired_cancellation_dummy,different_module_similarity,1.1018617936948987,
cross_layer_linkage,linkage,paired_cancellation_dummy,rank_group_retrieval_top1,0.171875,
cross_layer_linkage,linkage,paired_cancellation_dummy,risk_level,low,
cross_layer_linkage,linkage,gaussian_matched_dummy,layer_linkability_auc,0.49877025462962965,
cross_layer_linkage,linkage,gaussian_matched_dummy,module_identity_retrieval_top1,0.16666666666666666,
cross_layer_linkage,linkage,gaussian_matched_dummy,same_module_similarity,0.4330782621822853,
cross_layer_linkage,linkage,gaussian_matched_dummy,different_module_similarity,0.4444755829073503,
cross_layer_linkage,linkage,gaussian_matched_dummy,rank_group_retrieval_top1,0.16666666666666666,
cross_layer_linkage,linkage,gaussian_matched_dummy,risk_level,low,
cross_layer_linkage,linkage,spectrum_matched_dummy,layer_linkability_auc,0.5398220486111112,
cross_layer_linkage,linkage,spectrum_matched_dummy,module_identity_retrieval_top1,0.16145833333333334,
cross_layer_linkage,linkage,spectrum_matched_dummy,same_module_similarity,0.36005405241419663,
cross_layer_linkage,linkage,spectrum_matched_dummy,different_module_similarity,0.40724569238982505,
cross_layer_linkage,linkage,spectrum_matched_dummy,rank_group_retrieval_top1,0.16145833333333334,
cross_layer_linkage,linkage,spectrum_matched_dummy,risk_level,low,
cross_layer_linkage,linkage,noise_injected_cancellation_dummy,layer_linkability_auc,0.46459056712962965,
cross_layer_linkage,linkage,noise_injected_cancellation_dummy,module_identity_retrieval_top1,0.11458333333333333,
cross_layer_linkage,linkage,noise_injected_cancellation_dummy,same_module_similarity,1.0807049279238468,
cross_layer_linkage,linkage,noise_injected_cancellation_dummy,different_module_similarity,1.0343430014746091,
cross_layer_linkage,linkage,noise_injected_cancellation_dummy,rank_group_retrieval_top1,0.11458333333333333,
cross_layer_linkage,linkage,noise_injected_cancellation_dummy,risk_level,low,
cross_layer_linkage,linkage,orthogonalized_cancellation_dummy,layer_linkability_auc,0.45883969907407407,
cross_layer_linkage,linkage,orthogonalized_cancellation_dummy,module_identity_retrieval_top1,0.10416666666666667,
cross_layer_linkage,linkage,orthogonalized_cancellation_dummy,same_module_similarity,1.1662221289766432,
cross_layer_linkage,linkage,orthogonalized_cancellation_dummy,different_module_similarity,1.0405643849907582,
cross_layer_linkage,linkage,orthogonalized_cancellation_dummy,rank_group_retrieval_top1,0.10416666666666667,
cross_layer_linkage,linkage,orthogonalized_cancellation_dummy,risk_level,low,
cross_layer_linkage,linkage,mixed_dummy_ensemble,layer_linkability_auc,0.5185004340277778,
cross_layer_linkage,linkage,mixed_dummy_ensemble,module_identity_retrieval_top1,0.15625,
cross_layer_linkage,linkage,mixed_dummy_ensemble,same_module_similarity,3.57506408059836,
cross_layer_linkage,linkage,mixed_dummy_ensemble,different_module_similarity,3.7559080065457318,
cross_layer_linkage,linkage,mixed_dummy_ensemble,rank_group_retrieval_top1,0.15625,
cross_layer_linkage,linkage,mixed_dummy_ensemble,risk_level,low,
interpretation,summary,summary,spectral_summary,Worst spectral rank inference risk across strategies: **high**.,
interpretation,summary,summary,gradient_summary,Worst gradient rank inference risk across strategies: **high**.,
interpretation,summary,summary,dummy_strategy_classification_summary,"Dummy strategy classifier accuracy: 0.476 (chance 0.143), risk **medium**.",
interpretation,summary,summary,cross_layer_linkage_summary,Worst cross-layer linkage risk across strategies: **low**.,
interpretation,summary,summary,true_rank_shape_hidden_when_padded,True,
interpretation,summary,summary,padded_rank_visibility_note,padded_rank itself remains visible from tensor shape; hiding it is out of Stage 7.4 scope.,
interpretation,summary,summary,merge_adapter_into_w,False,
