file,line,phrase,classification,snippet
outputs/stage_7_6_claims_consistency.md,710,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 75 \| `semantic security` \| \\| `README.md` \\| 669 \...
outputs/stage_7_6_claims_consistency.md,711,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 284 | `semantic security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,711,semantic security,listed_as_unsafe_wording_to_avoid,...\\| `README.md` \\| 669 \\| `semantic security` \\| ...laim formal / cryptog...
outputs/stage_7_6_claims_consistency.md,712,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 285 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,712,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 75 \| `semantic security` \| ...laim formal / cryptogr...
outputs/stage_7_6_claims_consistency.md,713,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 285 | `semantic security` | ...laim formal / cryptogra...
outputs/stage_7_6_claims_consistency.md,713,semantic security,listed_as_unsafe_wording_to_avoid,...laim formal / cryptographic / semantic security. **Loss computation remains t...
outputs/stage_7_6_claims_consistency.md,714,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 286 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,714,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 76 \| `formal security` \| \\| `README.md` \\| 676 \...
outputs/stage_7_6_claims_consistency.md,715,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 286 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,715,formal security,listed_as_unsafe_wording_to_avoid,"...\\| `README.md` \\| 676 \\| `formal security` \\| ...""not real TEE trainin..."
outputs/stage_7_6_claims_consistency.md,716,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 287 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,716,formal security,listed_as_unsafe_wording_to_avoid,"...ims_consistency.md` \| 76 \| `formal security` \| ....""not real TEE trainin..."
outputs/stage_7_6_claims_consistency.md,717,formal security,listed_as_unsafe_wording_to_avoid,"...aims_consistency.md` | 287 | `formal security` | ....""not real TEE training..."
outputs/stage_7_6_claims_consistency.md,717,formal security,listed_as_unsafe_wording_to_avoid,"....""not real TEE training"", ""no formal security claimed"". \\| \| |"
outputs/stage_7_6_claims_consistency.md,718,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 288 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,718,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 77 \| `formal security` \| \\| `README.md` \\| 677 \...
outputs/stage_7_6_claims_consistency.md,719,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 288 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,719,formal security,listed_as_unsafe_wording_to_avoid,"...\\| `README.md` \\| 677 \\| `formal security` \\| ...tly state ""proxy atta..."
outputs/stage_7_6_claims_consistency.md,720,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 289 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,720,formal security,listed_as_unsafe_wording_to_avoid,"...ims_consistency.md` \| 77 \| `formal security` \| ...tly state ""proxy attac..."
outputs/stage_7_6_claims_consistency.md,721,formal security,listed_as_unsafe_wording_to_avoid,"...aims_consistency.md` | 289 | `formal security` | ...tly state ""proxy attack..."
outputs/stage_7_6_claims_consistency.md,721,formal security,listed_as_unsafe_wording_to_avoid,"...tly state ""proxy attacks, not formal security proofs"", ""LoRA rank r remains..."
outputs/stage_7_6_claims_consistency.md,722,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 290 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,722,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 78 \| `formal security` \| \\| `README.md` \\| 681 \...
outputs/stage_7_6_claims_consistency.md,723,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 290 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,723,formal security,listed_as_unsafe_wording_to_avoid,"...\\| `README.md` \\| 681 \\| `formal security` \\| ...al""`, limitations inc..."
outputs/stage_7_6_claims_consistency.md,724,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 291 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,724,formal security,listed_as_unsafe_wording_to_avoid,"...ims_consistency.md` \| 78 \| `formal security` \| ...al""`, limitations incl..."
outputs/stage_7_6_claims_consistency.md,725,formal security,listed_as_unsafe_wording_to_avoid,"...aims_consistency.md` | 291 | `formal security` | ...al""`, limitations inclu..."
outputs/stage_7_6_claims_consistency.md,725,formal security,listed_as_unsafe_wording_to_avoid,"...al""`, limitations include ""no formal security"" / ""no real TEE"" / ""rank"". \\..."
outputs/stage_7_6_claims_consistency.md,726,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 292 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,726,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 79 \| `semantic security` \| \\| `README.md` \\| 710 \...
outputs/stage_7_6_claims_consistency.md,727,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 292 | `semantic security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,727,semantic security,listed_as_unsafe_wording_to_avoid,...\\| `README.md` \\| 710 \\| `semantic security` \\| ...laim formal / cryptog...
outputs/stage_7_6_claims_consistency.md,728,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 293 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,728,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 79 \| `semantic security` \| ...laim formal / cryptogr...
outputs/stage_7_6_claims_consistency.md,729,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 293 | `semantic security` | ...laim formal / cryptogra...
outputs/stage_7_6_claims_consistency.md,729,semantic security,listed_as_unsafe_wording_to_avoid,...laim formal / cryptographic / semantic security. Backward / optimizer remain....
outputs/stage_7_6_claims_consistency.md,730,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 294 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,730,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 80 \| `formal security` \| \\| `README.md` \\| 720 \...
outputs/stage_7_6_claims_consistency.md,731,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 294 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,731,formal security,listed_as_unsafe_wording_to_avoid,"...\\| `README.md` \\| 720 \\| `formal security` \\| ..., default-on caveat d..."
outputs/stage_7_6_claims_consistency.md,732,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 295 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,732,formal security,listed_as_unsafe_wording_to_avoid,"...ims_consistency.md` \| 80 \| `formal security` \| ..., default-on caveat di..."
outputs/stage_7_6_claims_consistency.md,733,formal security,listed_as_unsafe_wording_to_avoid,"...aims_consistency.md` | 295 | `formal security` | ..., default-on caveat dis..."
outputs/stage_7_6_claims_consistency.md,733,formal security,listed_as_unsafe_wording_to_avoid,"..., default-on caveat disclaims formal security and TEE, comparison-with-naiv..."
outputs/stage_7_6_claims_consistency.md,734,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 296 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,734,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 81 \| `formal security` \| \\| `README.md` \\| 732 \...
outputs/stage_7_6_claims_consistency.md,735,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 296 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,735,formal security,listed_as_unsafe_wording_to_avoid,...\\| `README.md` \\| 732 \\| `formal security` \\| ...Stage 5.4 does **not*...
outputs/stage_7_6_claims_consistency.md,736,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 297 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,736,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 81 \| `formal security` \| ....Stage 5.4 does **not*...
outputs/stage_7_6_claims_consistency.md,737,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 297 | `formal security` | ....Stage 5.4 does **not**...
outputs/stage_7_6_claims_consistency.md,737,formal security,listed_as_unsafe_wording_to_avoid,"....Stage 5.4 does **not** claim formal security. `security_profile` stays `""p..."
outputs/stage_7_6_claims_consistency.md,738,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 298 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,738,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 82 \| `formal security` \| \\| `README.md` \\| 746 \...
outputs/stage_7_6_claims_consistency.md,739,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 298 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,739,formal security,listed_as_unsafe_wording_to_avoid,...\\| `README.md` \\| 746 \\| `formal security` \\| ...Stage 5.3c does **not...
outputs/stage_7_6_claims_consistency.md,740,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 299 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,740,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 82 \| `formal security` \| ...Stage 5.3c does **not*...
outputs/stage_7_6_claims_consistency.md,741,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 299 | `formal security` | ...Stage 5.3c does **not**...
outputs/stage_7_6_claims_consistency.md,741,formal security,listed_as_unsafe_wording_to_avoid,...Stage 5.3c does **not** claim formal security; `compatible_islands` remains...
outputs/stage_7_6_claims_consistency.md,742,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 300 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,742,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 83 \| `formal security` \| \\| `README.md` \\| 757 \...
outputs/stage_7_6_claims_consistency.md,743,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 300 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,743,formal security,listed_as_unsafe_wording_to_avoid,...\\| `README.md` \\| 757 \\| `formal security` \\| ...Stage 5.3b does **not...
outputs/stage_7_6_claims_consistency.md,744,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 301 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,744,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 83 \| `formal security` \| ...Stage 5.3b does **not*...
outputs/stage_7_6_claims_consistency.md,745,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 301 | `formal security` | ...Stage 5.3b does **not**...
outputs/stage_7_6_claims_consistency.md,745,formal security,listed_as_unsafe_wording_to_avoid,...Stage 5.3b does **not** claim formal security; `compatible_islands` remains...
outputs/stage_7_6_claims_consistency.md,746,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 302 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,746,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 84 \| `formal security` \| \\| `README.md` \\| 769 \...
outputs/stage_7_6_claims_consistency.md,747,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 302 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,747,formal security,listed_as_unsafe_wording_to_avoid,...\\| `README.md` \\| 769 \\| `formal security` \\| ...Stage 5.3a does **not...
outputs/stage_7_6_claims_consistency.md,748,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 303 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,748,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 84 \| `formal security` \| ...Stage 5.3a does **not*...
outputs/stage_7_6_claims_consistency.md,749,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 303 | `formal security` | ...Stage 5.3a does **not**...
outputs/stage_7_6_claims_consistency.md,749,formal security,listed_as_unsafe_wording_to_avoid,...Stage 5.3a does **not** claim formal security; `compatible_islands` remains...
outputs/stage_7_6_claims_consistency.md,750,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 304 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,750,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 85 \| `semantic security` \| \\| `README.md` \\| 783 \...
outputs/stage_7_6_claims_consistency.md,751,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 304 | `semantic security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,751,semantic security,listed_as_unsafe_wording_to_avoid,"...\\| `README.md` \\| 783 \\| `semantic security` \\| ...tive attacks, no real..."
outputs/stage_7_6_claims_consistency.md,752,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 305 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,752,semantic security,listed_as_unsafe_wording_to_avoid,"...ims_consistency.md` \| 85 \| `semantic security` \| ...tive attacks, no real..."
outputs/stage_7_6_claims_consistency.md,753,semantic security,listed_as_unsafe_wording_to_avoid,"...aims_consistency.md` | 305 | `semantic security` | ...tive attacks, no real T..."
outputs/stage_7_6_claims_consistency.md,753,semantic security,listed_as_unsafe_wording_to_avoid,"...tive attacks, no real TEE, no semantic security claim). \\| \| |"
outputs/stage_7_6_claims_consistency.md,754,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 306 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,754,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 86 \| `formal security` \| \\| `README.md` \\| 800 \...
outputs/stage_7_6_claims_consistency.md,755,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 306 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,755,formal security,listed_as_unsafe_wording_to_avoid,"...\\| `README.md` \\| 800 \\| `formal security` \\| ...amily, and does **not..."
outputs/stage_7_6_claims_consistency.md,756,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 307 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,756,formal security,listed_as_unsafe_wording_to_avoid,"...ims_consistency.md` \| 86 \| `formal security` \| ...amily, and does **not*..."
outputs/stage_7_6_claims_consistency.md,757,formal security,listed_as_unsafe_wording_to_avoid,"...aims_consistency.md` | 307 | `formal security` | ...amily, and does **not**..."
outputs/stage_7_6_claims_consistency.md,757,formal security,listed_as_unsafe_wording_to_avoid,"...amily, and does **not** claim formal security. The orthogonal-mask result i..."
outputs/stage_7_6_claims_consistency.md,758,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 308 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,758,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 87 \| `formal security` \| \\| `README.md` \\| 806 \...
outputs/stage_7_6_claims_consistency.md,759,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 308 | `formal security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,759,formal security,listed_as_unsafe_wording_to_avoid,...\\| `README.md` \\| 806 \\| `formal security` \\| ...states that they are...
outputs/stage_7_6_claims_consistency.md,760,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 309 | `formal security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,760,formal security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 87 \| `formal security` \| ....states that they are...
outputs/stage_7_6_claims_consistency.md,761,formal security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 309 | `formal security` | ....states that they are *...
outputs/stage_7_6_claims_consistency.md,761,formal security,listed_as_unsafe_wording_to_avoid,"....states that they are **not** formal security proofs, do **not** implement...."
outputs/stage_7_6_claims_consistency.md,762,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 310 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,762,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 88 \| `semantic security` \| \\| `README.md` \\| 935 \...
outputs/stage_7_6_claims_consistency.md,763,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 310 | `semantic security` | ...` \| \\| `README.md` \\...
outputs/stage_7_6_claims_consistency.md,763,semantic security,listed_as_unsafe_wording_to_avoid,...\\| `README.md` \\| 935 \\| `semantic security` \\| ...(no formal / cryptogr...
outputs/stage_7_6_claims_consistency.md,764,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 311 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,764,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 88 \| `semantic security` \| ....(no formal / cryptogr...
outputs/stage_7_6_claims_consistency.md,765,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 311 | `semantic security` | ....(no formal / cryptogra...
outputs/stage_7_6_claims_consistency.md,765,semantic security,listed_as_unsafe_wording_to_avoid,....(no formal / cryptographic / semantic security; no real TEE wall-time; no ha...
outputs/stage_7_6_claims_consistency.md,766,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 312 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,766,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 89 \| `semantic security` \| ...per_draft/abstract.md`...
outputs/stage_7_6_claims_consistency.md,767,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 312 | `semantic security` | ...r_draft/abstract.md` \\...
outputs/stage_7_6_claims_consistency.md,767,semantic security,listed_as_unsafe_wording_to_avoid,"...draft/abstract.md` \\| 9 \\| `semantic security` \\| ...no formal, cryptograp..."
outputs/stage_7_6_claims_consistency.md,768,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 313 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,768,semantic security,listed_as_unsafe_wording_to_avoid,"...ims_consistency.md` \| 89 \| `semantic security` \| ....no formal, cryptograp..."
outputs/stage_7_6_claims_consistency.md,769,semantic security,listed_as_unsafe_wording_to_avoid,"...aims_consistency.md` | 313 | `semantic security` | ....no formal, cryptograph..."
outputs/stage_7_6_claims_consistency.md,769,semantic security,listed_as_unsafe_wording_to_avoid,"....no formal, cryptographic, or semantic security claim; we do not report real...."
outputs/stage_7_6_claims_consistency.md,770,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 314 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,770,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 90 \| `semantic security` \| ...ft/claims_mapping.md`...
outputs/stage_7_6_claims_consistency.md,771,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 314 | `semantic security` | .../claims_mapping.md` \\|...
outputs/stage_7_6_claims_consistency.md,771,semantic security,listed_as_unsafe_wording_to_avoid,...laims_mapping.md` \\| 89 \\| `semantic security` \\| ...U1. Formal / cryptogr...
outputs/stage_7_6_claims_consistency.md,772,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 315 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,772,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 90 \| `semantic security` \| ....U1. Formal / cryptogr...
outputs/stage_7_6_claims_consistency.md,773,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 315 | `semantic security` | ....U1. Formal / cryptogra...
outputs/stage_7_6_claims_consistency.md,773,semantic security,listed_as_unsafe_wording_to_avoid,....U1. Formal / cryptographic / semantic security \\| \| |
outputs/stage_7_6_claims_consistency.md,774,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 316 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,774,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 91 \| `semantic security` \| ...ft/claims_mapping.md`...
outputs/stage_7_6_claims_consistency.md,775,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 316 | `semantic security` | .../claims_mapping.md` \\|...
outputs/stage_7_6_claims_consistency.md,775,semantic security,listed_as_unsafe_wording_to_avoid,...laims_mapping.md` \\| 91 \\| `semantic security` \\| ...e no formal / cryptog...
outputs/stage_7_6_claims_consistency.md,776,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 317 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,776,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 91 \| `semantic security` \| ...e no formal / cryptogr...
outputs/stage_7_6_claims_consistency.md,777,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 317 | `semantic security` | ...e no formal / cryptogra...
outputs/stage_7_6_claims_consistency.md,777,semantic security,listed_as_unsafe_wording_to_avoid,"...e no formal / cryptographic / semantic security claims.""* \\| \| |"
outputs/stage_7_6_claims_consistency.md,778,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 318 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,778,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 92 \| `semantic security` \| ...ft/claims_mapping.md`...
outputs/stage_7_6_claims_consistency.md,779,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 318 | `semantic security` | .../claims_mapping.md` \\|...
outputs/stage_7_6_claims_consistency.md,779,semantic security,listed_as_unsafe_wording_to_avoid,...laims_mapping.md` \\| 92 \\| `semantic security` \\| ...ides formal / cryptog...
outputs/stage_7_6_claims_consistency.md,780,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 319 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,780,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 92 \| `semantic security` \| ...ides formal / cryptogr...
outputs/stage_7_6_claims_consistency.md,781,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 319 | `semantic security` | ...ides formal / cryptogra...
outputs/stage_7_6_claims_consistency.md,781,semantic security,listed_as_unsafe_wording_to_avoid,"...ides formal / cryptographic / semantic security.""* \\| \| |"
outputs/stage_7_6_claims_consistency.md,782,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 320 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,782,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 93 \| `semantic security` \| ...t/claims_mapping.md` \...
outputs/stage_7_6_claims_consistency.md,783,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 320 | `semantic security` | ...claims_mapping.md` \\|...
outputs/stage_7_6_claims_consistency.md,783,semantic security,listed_as_unsafe_wording_to_avoid,"...aims_mapping.md` \\| 147 \\| `semantic security` \\| ...`provably`, `cryptogr..."
outputs/stage_7_6_claims_consistency.md,784,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 321 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,784,semantic security,listed_as_unsafe_wording_to_avoid,"...ims_consistency.md` \| 93 \| `semantic security` \| ...`provably`, `cryptogra..."
outputs/stage_7_6_claims_consistency.md,785,semantic security,listed_as_unsafe_wording_to_avoid,"...aims_consistency.md` | 321 | `semantic security` | ...`provably`, `cryptograp..."
outputs/stage_7_6_claims_consistency.md,785,semantic security,listed_as_unsafe_wording_to_avoid,"...`provably`, `cryptographic`, `semantic security`, `prevents all leakage`, `gu..."
outputs/stage_7_6_claims_consistency.md,786,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 322 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,786,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 94 \| `semantic security` \| ...r_draft/conclusion.md`...
outputs/stage_7_6_claims_consistency.md,787,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 322 | `semantic security` | ...draft/conclusion.md` \\...
outputs/stage_7_6_claims_consistency.md,787,semantic security,listed_as_unsafe_wording_to_avoid,...aft/conclusion.md` \\| 7 \\| `semantic security` \\| ...: no formal / cryptog...
outputs/stage_7_6_claims_consistency.md,788,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 323 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,788,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 94 \| `semantic security` \| ...: no formal / cryptogr...
outputs/stage_7_6_claims_consistency.md,789,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 323 | `semantic security` | ...: no formal / cryptogra...
outputs/stage_7_6_claims_consistency.md,789,semantic security,listed_as_unsafe_wording_to_avoid,...: no formal / cryptographic / semantic security; no real TEE wall-time; no fu...
outputs/stage_7_6_claims_consistency.md,790,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 324 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,790,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 95 \| `semantic security` \| ...raft/introduction.md`...
outputs/stage_7_6_claims_consistency.md,791,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 324 | `semantic security` | ...ft/introduction.md` \\|...
outputs/stage_7_6_claims_consistency.md,791,semantic security,listed_as_unsafe_wording_to_avoid,.../introduction.md` \\| 54 \\| `semantic security` \\| ...graphic indistinguish...
outputs/stage_7_6_claims_consistency.md,792,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 325 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,792,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 95 \| `semantic security` \| ...graphic indistinguisha...
outputs/stage_7_6_claims_consistency.md,793,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 325 | `semantic security` | ...graphic indistinguishab...
outputs/stage_7_6_claims_consistency.md,793,semantic security,listed_as_unsafe_wording_to_avoid,"...graphic indistinguishability, semantic security, or differential privacy of t..."
outputs/stage_7_6_claims_consistency.md,794,semantic security,listed_as_unsafe_wording_to_avoid,...aims_consistency.md` | 326 | `semantic security` | ...laims_consistency.md` \...
outputs/stage_7_6_claims_consistency.md,794,semantic security,listed_as_unsafe_wording_to_avoid,...ims_consistency.md` \| 96 \| `semantic security` \| ...afe_wording_check.md`...
